//skill_tree.txtへオーバーライド
// Upper,JobNo,Skill-ID,MaxLv,PreSkill-ID-1,PreSkill-Lv-1,計5個まで繰り返し,BaseLv,JobLv,Class
0,29,2001,10,2010,2,0,0,0,0,0,0,0,0,0,0,3	//RK_ENCHANTBLADE#エンチャントブレイド#
0,29,2002,10,2001,3,0,0,0,0,0,0,0,0,0,0,3	//RK_SONICWAVE#ソニックウェーブ#
0,30,2217,10,2204,5,2212,5,2214,5,2216,5,0,0,0,0,3	//WL_TETRAVORTEX#テトラボルテックス#
0,30,2232,10,0,0,0,0,0,0,0,0,0,0,0,0,3	//WL_FREEZE_SP#フリージングスペル#
0,31,2236,10,117,5,0,0,0,0,0,0,0,0,0,0,3	//RA_AIMEDBOLT#エイムドボルト#
0,31,2247,5,2235,1,0,0,0,0,0,0,0,0,0,0,3	//RA_CAMOUFLAGE#カモフラージュ#
0,31,2248,10,123,1,124,1,0,0,0,0,0,0,0,0,3	//RA_RESEARCHTRAP#トラップ研究#
0,32,2038,10,77,1,0,0,0,0,0,0,0,0,0,0,3	//AB_JUDEX#ジュデックス#
0,32,2050,4,2043,3,0,0,0,0,0,0,0,0,0,0,3	//AB_RENOVATIO#レノヴァティオ#
0,33,2261,5,2259,2,2260,2,0,0,0,0,0,0,0,0,3	//NC_ARMSCANNON#アームズキャノン#
0,33,2279,10,2278,3,0,0,0,0,0,0,0,0,0,0,3	//NC_POWERSWING#パワースイング#
0,34,2028,5,133,5,0,0,0,0,0,0,0,0,0,0,3	//GC_WEAPONBLOCKING#ウェポンブロッキング#
0,34,2029,10,2028,1,0,0,0,0,0,0,0,0,0,0,3	//GC_COUNTERSLASH#カウンタースラッシュ#
0,34,2033,5,135,3,0,0,0,0,0,0,0,0,0,0,3	//GC_CLOAKINGEXCEED#クローキングエクシード#
0,35,2310,10,250,3,0,0,0,0,0,0,0,0,0,0,3	//LG_SHIELDPRESS#シールドプレス#
0,35,2321,10,254,5,0,0,0,0,0,0,0,0,0,0,3	//LG_RAYOFGENESIS#レイオブジェネシス#
0,36,2445,10,279,4,0,0,0,0,0,0,0,0,0,0,3	//SO_SPELLFIST#スペルフィスト#
0,36,2454,10,283,1,287,4,0,0,0,0,0,0,0,0,3	//SO_VARETYR_SPEAR#ヴェラチュールスピアー#
0,37,2413,10,2417,1,0,0,0,0,0,0,0,0,0,0,3	//WM_METALICSOUND#メタリックサウンド#
0,37,2418,5,316,5,0,0,0,0,0,0,0,0,0,0,3	//WM_SEVERE_RAINSTORM#シビアレインストーム#
0,38,2413,10,2417,1,0,0,0,0,0,0,0,0,0,0,3	//WM_METALICSOUND#メタリックサウンド#
0,38,2418,5,324,5,0,0,0,0,0,0,0,0,0,0,3	//WM_SEVERE_RAINSTORM#シビアレインストーム#
0,39,2329,10,2326,1,0,0,0,0,0,0,0,0,0,0,3	//SR_FALLENEMPIRE#大纏崩捶#
0,39,2336,10,2332,3,2335,3,0,0,0,0,0,0,0,0,3	//SR_KNUCKLEARROW#修羅身弾#
0,40,2476,10,2475,1,0,0,0,0,0,0,0,0,0,0,3	//GN_CART_TORNADO#カートトルネード#
0,40,2481,10,2497,4,0,0,0,0,0,0,0,0,0,0,3	//GN_SPORE_EXPLOSION#スポアエクスプロージョン#
0,41,2284,10,219,5,0,0,0,0,0,0,0,0,0,0,3	//SC_FATALMENACE#フェイタルメナス#
0,41,2304,10,2300,3,0,0,0,0,0,0,0,0,0,0,3	//SC_FEINTBOMB#フェイントボム#
1,29,2001,10,2010,2,0,0,0,0,0,0,0,0,0,0,3	//RK_ENCHANTBLADE#エンチャントブレイド#
1,29,2002,10,2001,3,0,0,0,0,0,0,0,0,0,0,3	//RK_SONICWAVE#ソニックウェーブ#
1,30,2217,10,2204,5,2212,5,2214,5,2216,5,0,0,0,0,3	//WL_TETRAVORTEX#テトラボルテックス#
1,30,2232,10,0,0,0,0,0,0,0,0,0,0,0,0,3	//WL_FREEZE_SP#フリージングスペル#
1,31,2236,10,117,5,0,0,0,0,0,0,0,0,0,0,3	//RA_AIMEDBOLT#エイムドボルト#
1,31,2247,5,2235,1,0,0,0,0,0,0,0,0,0,0,3	//RA_CAMOUFLAGE#カモフラージュ#
1,31,2248,10,123,1,124,1,0,0,0,0,0,0,0,0,3	//RA_RESEARCHTRAP#トラップ研究#
1,32,2038,10,77,1,0,0,0,0,0,0,0,0,0,0,3	//AB_JUDEX#ジュデックス#
1,32,2050,4,2043,3,0,0,0,0,0,0,0,0,0,0,3	//AB_RENOVATIO#レノヴァティオ#
1,33,2261,5,2259,2,2260,2,0,0,0,0,0,0,0,0,3	//NC_ARMSCANNON#アームズキャノン#
1,33,2279,10,2278,3,0,0,0,0,0,0,0,0,0,0,3	//NC_POWERSWING#パワースイング#
1,34,2028,5,133,5,0,0,0,0,0,0,0,0,0,0,3	//GC_WEAPONBLOCKING#ウェポンブロッキング#
1,34,2029,10,2028,1,0,0,0,0,0,0,0,0,0,0,3	//GC_COUNTERSLASH#カウンタースラッシュ#
1,34,2033,5,135,3,0,0,0,0,0,0,0,0,0,0,3	//GC_CLOAKINGEXCEED#クローキングエクシード#
1,35,2310,10,250,3,0,0,0,0,0,0,0,0,0,0,3	//LG_SHIELDPRESS#シールドプレス#
1,35,2321,10,254,5,0,0,0,0,0,0,0,0,0,0,3	//LG_RAYOFGENESIS#レイオブジェネシス#
1,36,2445,10,279,4,0,0,0,0,0,0,0,0,0,0,3	//SO_SPELLFIST#スペルフィスト#
1,36,2454,10,283,1,287,4,0,0,0,0,0,0,0,0,3	//SO_VARETYR_SPEAR#ヴェラチュールスピアー#
1,37,2413,10,2417,1,0,0,0,0,0,0,0,0,0,0,3	//WM_METALICSOUND#メタリックサウンド#
1,37,2418,5,316,5,0,0,0,0,0,0,0,0,0,0,3	//WM_SEVERE_RAINSTORM#シビアレインストーム#
1,38,2413,10,2417,1,0,0,0,0,0,0,0,0,0,0,3	//WM_METALICSOUND#メタリックサウンド#
1,38,2418,5,324,5,0,0,0,0,0,0,0,0,0,0,3	//WM_SEVERE_RAINSTORM#シビアレインストーム#
1,39,2329,10,2326,1,0,0,0,0,0,0,0,0,0,0,3	//SR_FALLENEMPIRE#大纏崩捶#
1,39,2336,10,2332,3,2335,3,0,0,0,0,0,0,0,0,3	//SR_KNUCKLEARROW#修羅身弾#
1,40,2476,10,2475,1,0,0,0,0,0,0,0,0,0,0,3	//GN_CART_TORNADO#カートトルネード#
1,40,2481,10,2497,4,0,0,0,0,0,0,0,0,0,0,3	//GN_SPORE_EXPLOSION#スポアエクスプロージョン#
1,41,2284,10,219,5,0,0,0,0,0,0,0,0,0,0,3	//SC_FATALMENACE#フェイタルメナス#
1,41,2304,10,2300,3,0,0,0,0,0,0,0,0,0,0,3	//SC_FEINTBOMB#フェイントボム#

